phone,message
+7700000510,"Парковка №6047, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076187669462"
+7700000511,"Парковка №6047, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076198202967"
+7700000512,"Парковка №6047, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076306427700"
+7700000513,"Парковка №6047, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076809228945"
+7700000514,"Парковка №6047, Медеуский, платная, мест: 20. https://2gis.kz/almaty/firm/70030076137566906"
+7700000515,"Парковка №6047, Медеуский, платная, мест: 30. https://2gis.kz/almaty/firm/70030076138234165"
+7700000516,"Парковка №6047, Медеуский, платная, мест: 20. https://2gis.kz/almaty/firm/70030076138234253"
+7700000517,"Парковка №6047, Медеуский, платная, мест: 7. https://2gis.kz/almaty/firm/70030076163580865"
+7700000518,"Парковка №6047, Медеуский, платная, мест: 40. https://2gis.kz/almaty/firm/70030076163593397"
+7700000519,"Парковка №6047, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076163593484"
+7700000520,"Парковка №6047, Медеуский, платная, мест: 50. https://2gis.kz/almaty/firm/70030076163628467"
+7700000521,"Парковка №6047, Медеуский, платная, мест: 20. https://2gis.kz/almaty/firm/70030076165361033"
+7700000522,"Парковка №6047, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076187114095"
+7700000523,"Парковка №6047, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076187668376"
+7700000524,"Парковка №6047, Медеуский, платная, мест: 20. https://2gis.kz/almaty/firm/70030076198202158"
+7700000525,"Парковка №6047, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076198292673"
+7700000526,"Парковка №6047, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076306349069"
+7700000527,"Парковка №6047, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076306353656"
+7700000528,"Парковка №6047, Медеуский, платная, мест: 70. https://2gis.kz/almaty/firm/9430468323868148"
+7700000529,"Парковка №6047, Медеуский, платная, мест: 70. https://2gis.kz/almaty/firm/70030076130881347"
+7700000530,"Парковка №6047, Медеуский, платная, мест: 25. https://2gis.kz/almaty/firm/70030076137335783"
+7700000531,"Парковка №6047, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076163101019"
+7700000532,"Парковка №6047, Медеуский, платная, мест: 45. https://2gis.kz/almaty/firm/70030076181395593"
+7700000533,"Парковка №6047, Медеуский, платная, мест: 8. https://2gis.kz/almaty/firm/70030076201791548"
+7700000534,"Парковка №6047, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076201806001"
+7700000535,"Парковка №6047, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076306353452"
+7700000536,"Парковка №6047, Медеуский, платная, мест: 20. https://2gis.kz/almaty/firm/70030076629763944"
+7700000537,"Парковка №6047, Медеуский, платная, мест: 30. https://2gis.kz/almaty/firm/70030076641075928"
+7700000538,"Парковка №6047, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076993457729"
+7700000539,"Парковка №6047, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030077050904911"
+7700000540,"Парковка №6058, Медеуский, платная, мест: 30. https://2gis.kz/almaty/firm/9430468309635302"
+7700000541,"Парковка №6058, Медеуский, платная, мест: 50. https://2gis.kz/almaty/firm/9430468309635337"
+7700000542,"Парковка №6058, Медеуский, платная, мест: 40. https://2gis.kz/almaty/firm/70030076131489630"
+7700000543,"Парковка №6058, Медеуский, платная, мест: 14. https://2gis.kz/almaty/firm/70030077052967439"
+7700000544,"Парковка №6058, Медеуский, платная, мест: 20. https://2gis.kz/almaty/firm/70030076202640699"
+7700000545,"Парковка №6058, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076216166534"
+7700000546,"Парковка №6058, Медеуский, платная, мест: 12. https://2gis.kz/almaty/firm/70030076216166722"
+7700000547,"Парковка №6058, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076633347750"
+7700000548,"Парковка №6547, Медеуский, платная, мест: 30. https://2gis.kz/almaty/firm/70030076139338511"
+7700000549,"Парковка №6547, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076138755831"
+7700000550,"Парковка №6547, Медеуский, платная, мест: 30. https://2gis.kz/almaty/firm/9430468309635105"
+7700000551,"Парковка №6547, Медеуский, платная, мест: 30. https://2gis.kz/almaty/firm/9430468309635132"
+7700000552,"Парковка №6547, Медеуский, платная, мест: 30. https://2gis.kz/almaty/firm/9430468309635155"
+7700000553,"Парковка №6547, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/9430468309635165"
+7700000554,"Парковка №6547, Медеуский, платная, мест: 30. https://2gis.kz/almaty/firm/9430468309635175"
+7700000555,"Парковка №6547, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076163042339"
+7700000556,"Парковка №6547, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076166363687"
+7700000557,"Парковка №6547, Медеуский, платная, мест: 30. https://2gis.kz/almaty/firm/9430468323868014"
+7700000558,"Парковка №6547, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/9430468323868118"
+7700000559,"Парковка №6547, Медеуский, платная, мест: 30. https://2gis.kz/almaty/firm/70030076126899456"
+7700000560,"Парковка №6547, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076162586325"
+7700000561,"Парковка №6547, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076695579131"
+7700000562,"Парковка №6547, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076695591016"
+7700000563,"Парковка №6547, Медеуский, платная, мест: 30. https://2gis.kz/almaty/firm/9430468320749266"
+7700000564,"Парковка №6547, Медеуский, платная, мест: 20. https://2gis.kz/almaty/firm/70030076167709849"
+7700000565,"Парковка №6547, Медеуский, платная, мест: 4. https://2gis.kz/almaty/firm/70030076306354226"
+7700000566,"Парковка №9004, Медеуский, бесплатная, мест: 130. https://2gis.kz/almaty/firm/9430468281761853"
+7700000567,"Парковка №8046, Турксибский, платная, мест: 20. https://2gis.kz/almaty/firm/70030076738070532"
+7700000568,"Парковка №8046, Турксибский, платная, мест: 12. https://2gis.kz/almaty/firm/70030076306406595"
+7700000569,"Парковка №8046, Турксибский, платная, мест: 100. https://2gis.kz/almaty/firm/70030076149173783"
+7700000570,"Парковка №8046, Турксибский, платная, мест: 20. https://2gis.kz/almaty/firm/9430468323868175"
+7700000571,"Парковка №8046, Турксибский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076306405465"
+7700000572,"Парковка №8046, Турксибский, платная, мест: 40. https://2gis.kz/almaty/firm/70030076306406484"
